Game,Team,Stat,Data
380411128,NYM,CS," Bruce (1, 3rd base by García/Wallach)"
380411113,LAA,SB," Simmons (1, 2nd base off Moore/Chirinos); Upton 2 (2, 2nd base off Claudio/Chirinos, 2nd base off Bush/Chirinos)"
380411113,LAA,Picked Off, Ohtani (1st base by Martin)
380411113,TEX,SB," Profar (1, 2nd base off Middleton/Rivera)"
380411116,PIT,SB," Marte (3, 2nd base off Lester/Contreras)"
380411116,CHC,SB," Báez (1, 3rd base off Glasnow/Cervelli)"
380412116,PIT,SB," Dickerson (2, 2nd base off Hendricks/Caratini)"
380412117,CIN,SB," Gennett (1, 2nd base off Wacha/Molina)"
380412102,NYY,SB," Stanton (1, 2nd base off Walden/León)"
380412109,MIN,SB," Buxton 2 (4, 2nd base off Giolito/Narváez, 2nd base off Volstad/Narváez); Escobar (1, 2nd base off Volstad/Narváez)"
380413116,ATL,CS," Flaherty (1, 2nd base by Montgomery/Contreras)"
380413117,STL,SB," Pham (3, 2nd base off Peralta/Mesoraco)"
380413117,STL,CS," J. Martínez (1, 2nd base by Mahle/Mesoraco)"
380413117,CIN,Picked Off, Votto (1st base by Leone)
380413120,COL,SB," González (2, 2nd base off Gott/Severino)"
380413120,COL,CS," Parra (1, 2nd base by Roark/Severino)"
380413105,TOR,SB," Grichuk (1, 2nd base off McAllister/Gomes); Hernández (1, 3rd base off Miller/Gomes); Díaz (1, 2nd base off Belisle/Gomes)"
380413105,CLE,SB," Davis (4, 2nd base off Stroman/Martin)"
380413106,NYY,SB," Judge (2, 2nd base off Fiers/McCann)"
380413121,MIL,SB," Cain (4, 2nd base off Matz/Lobatón)"
380413128,PIT,SB," Marte (4, 2nd base off Peters/Wallach)"
380413128,PIT,CS," Marte (2, 2nd base by Peters)"
380413128,MIA,SB," Brinson (1, 2nd base off Kuhl/Díaz)"
380413130,PHI,Picked Off, Williams (1st base by Ramos)
380413130,TB,SB," Kiermaier (1, 2nd base off Ramos/Alfaro)"
380413118,HOU,SB," Bregman (1, 3rd base off Hamels/Chirinos)"
380413107,LAA,SB," Kinsler 2 (2, 2nd base off Hammel/Gallagher 2)"
380413107,KC,CS," Merrifield (1, 2nd base by Middleton/Rivera)"
380413112,SEA,CS," Heredia (1, 2nd base by Casilla/Lucroy)"
380414120,WSH,SB," Turner (6, 2nd base off Gray/Wolters); Harper (2, 2nd base off Gray/Wolters)"
380414117,STL,SB," Pham 2 (5, 3rd base off Finnegan/Barnhart, 2nd base off Finnegan/Barnhart); Bader (1, 2nd base off Finnegan/Barnhart)"
380414121,MIL,SB," Braun (2, 2nd base off Harvey/Lobatón)"
380414128,PIT,CS," Frazier (2, 2nd base by Steckenrider/Holaday)"
380414125,SF,CS," Panik (1, 2nd base by Richard)"
380414112,SEA,SB," Gordon 2 (7, 3rd base off Petit/Lucroy, 2nd base off Pagan/Lucroy)"
380414119,LAD,CS," Taylor (2, 2nd base by T. Walker/Avila)"
380415102,BAL,SB," Gentry (4, 2nd base off Sale/Vázquez)"
380415102,BOS,SB," Bradley Jr. (2, 2nd base off Bundy/Joseph); Benintendi (2, 2nd base off Bleier/Joseph)"
380415117,STL,CS," Bader (1, 2nd base by Bailey/Barnhart); Pham (3, 2nd base by Garrett/Barnhart)"
380415121,MIL,SB," Pérez (1, 3rd base off Syndergaard/Nido); Villar (3, 2nd base off Familia/Lobatón)"
380415130,PHI,SB," Hoskins (3, 2nd base off Andriese/Sucre)"
380415130,TB,SB," Wendle (1, 3rd base off Rios/Knapp); Sucre (1, 2nd base off Rios/Knapp)"
380415120,WSH,SB," Taylor (5, 3rd base off Ottavino/Iannetta)"
380415120,WSH,CS," Wieters (1, 2nd base by Ottavino/Iannetta)"
380415125,SD,SB," Spangenberg (1, 2nd base off Beede/Hundley); Pirela (2, 2nd base off Osich/Hundley); Cordero (1, 2nd base off Law/Hundley)"
380415118,HOU,SB," Reddick (1, 3rd base off Claudio/Chirinos)"
380416123,COL,SB," Story (3, 2nd base off Glasnow/Cervelli); Parra (1, 2nd base off Crick/Cervelli)"
380416123,PIT,SB," Marte (5, 2nd base off Márquez/Iannetta)"
380416121,WSH,SB," Difo (2, 2nd base off deGrom/Lobatón); Turner (7, 2nd base off deGrom/Lobatón)"
380416121,NYM,SB," Lagares 2 (2, 2nd base off Grace/Wieters, 3rd base off Grace/Wieters)"
380416121,NYM,CS," Rosario (2, 2nd base by Grace/Wieters)"
380416130,TB,SB," Duffy (2, 2nd base off Pérez/Chirinos)"
380416115,ATL,SB," Inciarte (5, 2nd base off Nola/Alfaro)"
380416111,CHW,SB," Moncada (1, 2nd base off Mengden/Lucroy)"
380416112,HOU,SB," Correa (2, 2nd base off Díaz/Freitas)"
380417214,KC,CS," Merrifield (2, 2nd base by García); Cuthbert (1, 2nd base by García/Martin)"
380417123,COL,SB," Story (4, 2nd base off R. Rodríguez/Cervelli)"
380417123,COL,CS," González (1, 2nd base by Williams/Cervelli)"
380417121,WSH,SB," Sierra (1, 2nd base off Wheeler/Nido); Turner (8, 2nd base off Gsellman/Nido); Taylor (6, 2nd base off Gsellman/Nido)"
380417121,NYM,CS," Lagares (1, 2nd base by Gonzalez/Severino)"
380417115,PHI,SB," Kingery (3, 2nd base off Ramírez/Suzuki); Hernández (4, 2nd base off Ramírez/Suzuki)"
380417111,CHW,SB," Moncada (2, 2nd base off Cahill/Lucroy); Anderson (7, 2nd base off Cahill/Lucroy)"
380417111,OAK,CS," Joyce (1, 2nd base by González/Narváez)"
380417125,LAD,SB," Puig (2, 2nd base off Mitchell/Ellis)"
380417125,SD,SB," Cordero (2, 2nd base off Jansen/Grandal)"
380418130,TB,SB," Smith (3, 2nd base off Claudio/Chirinos)"
380418108,MIL,SB," Villar (4, 2nd base off Hughes/Barnhart)"
380418111,CHW,SB," Moncada (3, 2nd base off Triggs/Maxwell); Delmonico (1, 2nd base off Triggs/Maxwell); L. García 2 (4, 2nd base off Pagan/Maxwell, 2nd base off Casilla/Maxwell); Anderson (8, 3rd base off Treinen/Lucroy)"
380418111,OAK,SB," Semien (1, 2nd base off Shields/Narváez)"
380418109,CLE,SB," Zimmer (3, 2nd base off Reed/Castro)"
380418109,MIN,SB," Dozier (2, 2nd base off Carrasco/Pérez)"
380418121,WSH,CS," Sierra (1, 2nd base by Matz)"
380418115,ATL,Picked Off, Albies (1st base by Velasquez)
380418129,SF,SB," McCutchen (3, 2nd base off Boxberger/Avila)"
380418129,SF,CS," Tomlinson (1, 2nd base by Ray/Avila)"
380418112,SEA,SB," Gordon (8, 2nd base off Cole/McCann); Gamel (1, 2nd base off Cole/McCann); Haniger (1, 2nd base off Cole/McCann)"
380419116,STL,SB," Bader (2, 2nd base off Lester/Contreras)"
380419112,HOU,SB," Bregman (2, 2nd base off Gonzales/Freitas)"
380419110,NYY,CS," Hicks (1, 2nd base by Axford/Maile)"
380419122,PHI,SB," Williams (1, 2nd base off Taillon/Cervelli); Hernández (5, 2nd base off Taillon/Cervelli)"
380419108,MIL,CS," Yelich (1, 2nd base by Peters/Realmuto)"
380419129,SF,CS," Blanco (1, 2nd base by Greinke/Mathis)"
380420206,DET,SB," Jones (3, 3rd base off Hammel/Gallagher)"
380420206,DET,Picked Off, Candelario (1st base by Hammel)
380420101,CLE,SB," Lindor (4, 2nd base off Bundy/Sisco)"
380420101,CLE,CS," Naquin (1, 2nd base by Bundy/Sisco)"
380420122,PIT,SB," Marte (6, 2nd base off Lively/Knapp)"
380420122,PHI,CS," Herrera (1, Home by Kontos/Cervelli)"
380420122,PHI,Picked Off, Herrera (3rd base by Kontos)
380420130,MIN,CS," Dozier (1, 2nd base by Archer)"
380420130,TB,SB," Span (2, 2nd base off Pressly/Castro); Gómez (1, 2nd base off Rodney/Castro)"
380420130,TB,CS," Wendle (1, 2nd base by Lynn/Castro)"
380420306,DET,SB," Iglesias (2, 2nd base off Junis/Butera)"
380420115,NYM,SB," Frazier (2, 2nd base off Newcomb/Suzuki)"
380420115,ATL,SB," Flaherty (3, 2nd base off Syndergaard/Nido); Inciarte (6, 3rd base off Syndergaard/Nido)"
380420115,ATL,CS," Flaherty (2, 2nd base by Lugo/Nido); Albies (2, 2nd base by Lugo/Nido)"
380420113,SEA,SB," Segura 2 (3, 2nd base off Claudio/Chirinos, 3rd base off Diekman/Chirinos); Gordon (9, 2nd base off Kela/Chirinos)"
380420113,SEA,CS," Haniger (1, 3rd base by Minor)"
380420104,HOU,CS," Altuve (1, 2nd base by Shields/Narváez)"
380420104,CHW,SB," Moncada (4, 2nd base off Verlander/McCann)"
380420104,CHW,CS," Narváez (2, 2nd base by Verlander)"
380420108,MIL,SB," Thames (2, 2nd base off Guerrero/Realmuto)"
380420124,STL,SB," Bader (3, 2nd base off Finnegan/Barnhart)"
380420127,CHC,Picked Off, Russell (1st base by Gray)
380420129,ARI,SB," Dyson (2, 2nd base off Ross/Hedges); Ahmed (1, 3rd base off Ross/Hedges)"
380420111,BOS,CS," Ramírez (1, 2nd base by Graveman/Lucroy)"
380420103,LAA,SB," Simmons (2, 2nd base off Samardzija/Hundley)"
380421124,STL,SB," Molina (2, 2nd base off Bailey/Barnhart)"
380421101,CLE,CS," Davis (1, 3rd base by Givens/Sisco); Brantley (1, 2nd base by Tillman/Sisco); Lindor (2, 2nd base by Scott/Sisco)"
380421108,MIL,CS," Villar (1, 2nd base by Wittgren/Holaday)"
380421115,NYM,SB," Reyes (1, 2nd base off Teherán/Pérez); Conforto (1, 2nd base off Biddle/Pérez)"
380421115,ATL,SB," Inciarte (7, 2nd base off deGrom/Lobatón); Swanson (2, 2nd base off deGrom/Lobatón)"
380421115,ATL,CS," Inciarte (2, 3rd base by deGrom/Lobatón)"
380421113,SEA,CS," Gordon (1, 2nd base by Colon/Chirinos)"
380421113,TEX,SB," Kiner-Falefa (1, 2nd base off Bradford/Zunino)"
380421127,CHC,CS," Bote (1, 3rd base by Anderson/Wolters)"
380421127,COL,SB," Parra (2, 2nd base off Darvish/Contreras); Tauchman (1, 2nd base off Duensing/Contreras)"
380421129,SD,SB," Villanueva (1, 2nd base off Godley/Murphy)"
380421129,SD,CS," Asuaje (1, 2nd base by Godley/Murphy); Cordero (1, 2nd base by Chafin)"
380421129,ARI,CS," Pollock (1, 2nd base by Lyles/Hedges); Owings (2, 2nd base by Cimber/Hedges)"
380421111,OAK,SB," Semien (2, 2nd base off Sale/León)"
380421103,SF,CS," McCutchen (1, 2nd base by Richards/Rivera)"
380421103,LAA,SB," Trout (3, 3rd base off Dyson/Hundley)"
380421119,LAD,SB," Puig (3, 2nd base off Strasburg/Wieters)"
380421119,LAD,CS," Pederson (1, 2nd base by Torres)"
380422110,TOR,SB," Pillar (4, 2nd base off Severino/Romine)"
380422110,NYY,SB," Hicks (1, 2nd base off Barnes/Martin)"
380422106,KC,SB," Almonte (1, 2nd base off Liriano/McCann)"
380422122,PIT,SB," Marte (7, 2nd base off Arano/Knapp)"
380422122,PIT,Picked Off, Díaz (1st base by Knapp)
380422122,PHI,CS," Hoskins (2, 2nd base by Williams/Díaz)"
380422108,MIL,SB," Cain (5, 2nd base off Gonzalez/Realmuto)"
380422124,STL,SB," Fowler (2, 2nd base off Castillo/Mesoraco)"
380422127,COL,SB," LeMahieu (2, 2nd base off Quintana/Caratini); Desmond (2, 2nd base off Quintana/Caratini)"
380422111,BOS,SB," Benintendi (3, 2nd base off Treinen/Maxwell)"
380422103,SF,SB," Blanco (1, 2nd base off Parker/Maldonado)"
380422129,ARI,SB," Pollock (5, 2nd base off Lucchesi/Hedges); Marrero (2, 2nd base off Lucchesi/Hedges)"
380422119,WSH,SB," Taylor 2 (8, 2nd base off Báez/Grandal, 2nd base off Wood/Grandal)"
380422119,LAD,CS," Grandal (1, 2nd base by Kintzler); Taylor (3, 2nd base by Gott/Severino)"
380423117,CIN,SB," Hamilton (5, 2nd base off Socolovich/Suzuki)"
380423110,NYY,SB," Gardner (2, 2nd base off Odorizzi/Castro)"
380423101,BAL,SB," Gentry (5, 2nd base off Carrasco/Gomes)"
380423113,TEX,SB," Gallo (1, 2nd base off Cahill/Lucroy); DeShields 2 (2, 2nd base off Cahill/Lucroy 2)"
380423113,TEX,CS," DeShields (1, 3rd base by Cahill)"
380423104,CHW,SB," Sánchez (2, 2nd base off LeBlanc/Zunino); Engel (2, 2nd base off LeBlanc/Zunino)"
380423104,CHW,Picked Off, A. García (1st base by Leake)
380423118,LAA,SB," Trout 2 (5, 2nd base off Cole/McCann, 2nd base off Rondón/McCann)"
380423127,SD,SB," Myers (1, 3rd base off Oberg/Wolters); Hosmer (1, 2nd base off Oberg/Wolters)"
380423127,COL,SB," LeMahieu (3, 2nd base off Mitchell/Ellis); Story (5, 2nd base off Mitchell/Ellis)"
380423127,COL,CS," LeMahieu (1, 2nd base by Mitchell/Ellis)"
380423119,MIA,SB," Anderson (1, 2nd base off Chargois/Grandal)"
380423119,MIA,CS," Maybin (2, 2nd base by Buehler/Grandal)"
380423126,WSH,SB," Taylor (9, 2nd base off Stratton/Posey); Turner (9, 2nd base off Dyson/Posey)"
380424104,SEA,CS," Gordon (2, 2nd base by Santiago)"
380424104,SEA,Picked Off, Gordon (1st base by Santiago)
380424104,CHW,CS," Engel (1, 2nd base by Gonzales/Zunino); Anderson (1, 3rd base by Gonzales)"
380424104,CHW,Picked Off, Anderson (2nd base by Gonzales)
380424105,CLE,Picked Off, Naquin (1st base by Chatwood)
380424110,MIN,CS," Escobar (1, 2nd base by Sabathia/Sánchez)"
380424117,CIN,SB," Peraza (3, 3rd base off Minter/Suzuki); Duvall (1, 2nd base off Minter/Suzuki)"
380424122,ARI,SB," Goldschmidt (1, 2nd base off Rios/Alfaro); Pollock (6, 2nd base off Rios/Alfaro)"
380424114,BOS,SB," Núñez (1, 2nd base off Osuna/Martin)"
380424113,OAK,SB," Olson (2, 2nd base off Hamels/Chirinos)"
380424113,OAK,Picked Off, Joyce (3rd base by Chirinos)
380424118,LAA,SB," Kinsler (3, 2nd base off Morton/McCann)"
380424118,HOU,CS," Springer (1, 2nd base by Ohtani/Maldonado)"
380424107,MIL,SB," Braun (3, 2nd base off Smith/Pérez)"
380424107,MIL,CS," Braun (2, 2nd base by Boyer/Pérez)"
380425104,SEA,SB," Segura (4, 2nd base off Infante/Narváez)"
380425104,SEA,Picked Off, Segura (2nd base by Infante)
380425104,CHW,SB," Sánchez (3, 3rd base off Hernández/Zunino)"
380425118,HOU,Picked Off, Fisher (1st base by Tropeano)
380425127,SD,CS," Pirela (1, 2nd base by Gray/Wolters); Margot (1, 2nd base by Gray/Wolters)"
380425126,WSH,SB," Turner (10, 2nd base off Samardzija/Hundley); Harper (3, 2nd base off Samardzija/Hundley)"
380425110,MIN,CS," Dozier (2, 2nd base by Gray/Romine)"
380425117,ATL,SB," Inciarte 2 (9, 2nd base off Finnegan/Barnhart, 2nd base off Brice/Barnhart)"
380425101,TB,SB," Smith (4, 2nd base off Cobb/Sisco); Wendle (2, 2nd base off Cobb/Sisco)"
380425122,ARI,SB," Goldschmidt (2, 2nd base off Arrieta/Knapp)"
380425122,PHI,CS," Hernández (2, 2nd base by Greinke/Mathis)"
380425114,BOS,SB," Benintendi 2 (5, 3rd base off Barnes/Martin, 2nd base off Barnes/Martin)"
380425114,TOR,SB," Gurriel (1, 2nd base off Rodríguez/Vázquez)"
380425119,MIA,SB," Shuck (1, 2nd base off Jansen/Grandal)"
380425113,TEX,SB," Kiner-Falefa (2, 2nd base off Graveman/Maxwell)"
380425107,KC,SB," Merrifield (2, 2nd base off Chacín/Piña)"
380425323,DET,SB," Goodrum (4, 2nd base off Kuhl/Díaz); Iglesias (3, 2nd base off Kuhl/Díaz)"
380426117,ATL,CS," Swanson (1, 2nd base by Peralta)"
380426123,DET,CS," Goodrum (1, 2nd base by Nova/Cervelli)"
380426123,PIT,SB," Marte (8, 2nd base off Fulmer/McCann)"
380426110,NYY,Picked Off, Gardner (1st base by Gibson)
380426124,STL,CS," Pham (4, 2nd base by Syndergaard)"
380426105,CLE,SB," Lindor (5, 2nd base off Rzepczynski/Zunino)"
380426101,TB,SB," Smith (5, 2nd base off Wright Jr./Joseph); Gómez (2, 3rd base off O'Day/Sisco)"
380426101,BAL,SB," Peterson (1, 3rd base off Archer/Ramos)"
380426114,BOS,SB," Devers (1, 2nd base off Barnes/Maile)"
380426114,BOS,Picked Off, Benintendi (2nd base by Estrada)
380426116,MIL,SB," Santana (1, 2nd base off Hendricks/Caratini)"
380426116,MIL,CS," Santana (1, 2nd base by Hendricks)"
380426116,CHC,CS," Báez (1, 2nd base by Anderson); Almora Jr. (1, 2nd base by Anderson/Bandy)"
380426107,CHW,SB," Engel (3, 2nd base off Herrera/Pérez)"
380427116,MIL,SB," Cain (6, 3rd base off Darvish/Contreras)"
380427116,CHC,SB," Báez (2, 2nd base off Suter/Piña)"
380427101,BAL,SB," Peterson (2, 3rd base off Fiers/McCann)"
380427120,ARI,CS," Ahmed (1, 2nd base by Strasburg); Owings (3, 2nd base by Solís/Wieters)"
380427122,ATL,SB," Inciarte (10, 2nd base off Nola/Alfaro); Albies (2, Home off Nola/Alfaro); F. Freeman (2, 2nd base off Nola/Alfaro)"
380427122,PHI,Picked Off, Hoskins (1st base by Teherán)
380427123,STL,CS," Wong (1, 2nd base by Glasnow/Cervelli)"
380427114,TEX,CS," Kiner-Falefa (1, 2nd base by Axford/Martin)"
380427102,TB,CS," Refsnyder (1, 2nd base by Pomeranz/Vázquez); Span (1, 2nd base by Hembree/Vázquez)"
380427102,BOS,SB," Betts (3, 2nd base off Snell/Ramos)"
380427128,COL,CS," Dahl (1, 2nd base by Ureña/Realmuto)"
380427128,COL,Picked Off, LeMahieu (2nd base by Ureña)
380427103,LAA,CS," Kinsler (1, 2nd base by Severino/Sánchez)"
380427125,SD,CS," Cordero (2, 2nd base by deGrom/Lobatón)"
380427126,LAD,SB," Puig (4, 3rd base off Holland/Posey); Barnes (1, 2nd base off Gearrin/Posey)"
380427126,LAD,CS," Pederson (2, 2nd base by Dyson/Posey)"
380428116,MIL,Picked Off, Santana (1st base by Quintana)
380428116,CHC,SB," Báez (3, 3rd base off Guerra/Piña)"
380428120,WSH,SB," Turner (11, 2nd base off Corbin/Avila)"
380428226,LAD,SB," Taylor (1, 2nd base off Gómez/Hundley)"
380428226,SF,SB," Blanco (2, 2nd base off Buehler/Barnes); Hernández (2, 2nd base off Báez/Barnes)"
380428114,TEX,SB," Rua (2, 2nd base off García/Maile); DeShields (3, 2nd base off García/Maile)"
380428105,SEA,SB," Gordon (10, 2nd base off Carrasco/Pérez); Segura (5, 2nd base off Carrasco/Pérez)"
380428122,ATL,SB," Inciarte 2 (12, 2nd base off Pivetta/Alfaro, 3rd base off Pivetta/Alfaro)"
380428122,PHI,Picked Off, Hernández (1st base by Foltynewicz)
380428101,DET,SB," Iglesias (4, 2nd base off Cashner/Joseph)"
380428118,HOU,CS," Bregman (2, 3rd base by Coulombe/Maxwell)"
380428128,COL,SB," Desmond (3, 2nd base off Chen/Realmuto)"
380428128,MIA,SB," Realmuto (1, 2nd base off Márquez/Iannetta)"
380428307,CHW,SB," L. García (5, 2nd base off Keller/Pérez)"
380428307,KC,SB," Merrifield (3, 3rd base off Minaya/Narváez); Moustakas (1, 2nd base off Minaya/Narváez)"
380428307,KC,CS," Almonte (1, 2nd base by Covey/Narváez)"
380428125,SD,SB," Pirela (3, 3rd base off Vargas/Lobatón); Galvis (1, 2nd base off Vargas/Lobatón)"
380429101,BAL,SB," Peterson (3, 3rd base off Stumpf/Hicks); Machado (2, 2nd base off Stumpf/Hicks)"
380429101,BAL,CS," Joseph (1, 3rd base by Jiménez)"
380429102,TB,Picked Off, Smith (1st base by Porcello)
380429102,BOS,SB," Moreland (1, 2nd base off Romo/Sucre); León (1, 2nd base off Colomé/Sucre)"
380429114,TEX,SB," Rua (3, 2nd base off Happ/Martin)"
380429114,TOR,Picked Off, Grichuk (1st base by Barnette)
380429128,COL,CS," Desmond (1, 2nd base by Smith/Holaday)"
380429128,MIA,CS," Maybin (3, 2nd base by Bettis/Wolters)"
380429120,WSH,SB," Turner (12, 2nd base off Salas/Murphy)"
380429122,ATL,SB," Albies (3, 2nd base off Velasquez/Knapp); Inciarte (13, 2nd base off Velasquez/Knapp); Acuña Jr. (1, 2nd base off Thompson/Knapp)"
380429109,CIN,SB," Duvall (2, 2nd base off Berríos/Castro)"
380429118,HOU,SB," Bregman (3, 2nd base off Petit/Lucroy)"
380429107,CHW,SB," Abreu (1, 2nd base off Flynn/Butera)"
380429107,KC,SB," Merrifield (4, 2nd base off Rondón/Narváez)"
380429116,MIL,SB," Cain (7, 2nd base off Chatwood/Contreras); Arcia (1, 2nd base off Edwards Jr./Contreras)"
380429125,NYM,SB," Reyes (2, 2nd base off Mitchell/Ellis); Céspedes 2 (2, 2nd base off Mitchell/Ellis, 3rd base off Mitchell/Ellis); Bruce (2, 2nd base off Mitchell/Ellis)"
380429125,SD,SB," Margot (3, 2nd base off Wheeler/Nido)"
380429126,LAD,SB," Pederson (1, 2nd base off Dyson/Posey)"
380429126,SF,CS," Blanco (2, 2nd base by Liberatore)"
380429103,LAA,SB," Young (1, 2nd base off Chapman/Sánchez)"
380430105,TEX,CS," Gallo (1, 2nd base by Bauer/Pérez)"
380430105,CLE,SB," Davis (5, 3rd base off Martin/Chirinos)"
380430116,COL,Picked Off, Cuevas (2nd base by Contreras)
380430120,PIT,CS," Polanco (1, 2nd base by Roark/Wieters)"
380430106,DET,SB," Jones (4, 2nd base off Roe/Sucre)"
380430106,DET,Picked Off, Jones (1st base by Faria)
380430117,MIL,SB," Cain (8, 2nd base off Finnegan/Barnhart); Villar (5, 2nd base off Brice/Barnhart); Yelich (1, 3rd base off Peralta/Barnhart); Braun (4, 2nd base off Peralta/Barnhart); Pérez (2, 2nd base off Hughes/Barnhart)"
380430117,CIN,CS," Barnhart (1, 2nd base by Chacín/Piña)"
380430128,PHI,CS," Herrera (2, 2nd base by Straily/Realmuto)"
380430128,MIA,SB," Rojas (2, 2nd base off Arrieta/Alfaro)"
380430128,MIA,CS," Realmuto (1, 2nd base by Ramos/Alfaro)"
380430109,TOR,CS," Gurriel (1, 2nd base by Pressly/Garver)"
380430109,MIN,SB," Adrianza (1, 2nd base off Sanchez/Martin)"
380430118,NYY,SB," Torres (1, 3rd base off Peacock/McCann)"
380430129,ARI,CS," Pollock (2, 2nd base by Stripling/Grandal)"
380430126,SD,SB," Cordero (3, 2nd base off Moronta/Posey); Jankowski (1, 2nd base off Snelten/Posey)"
380430126,SF,SB," Jackson (2, 2nd base off Lauer/Hedges); Hanson (1, 2nd base off Lauer/Ellis)"
380430126,SF,Picked Off, McCutchen (1st base by Lauer)
380501105,TEX,SB," DeShields (4, 2nd base off Clevinger/Gomes)"
380501120,WSH,SB," Kendrick (1, 2nd base off Glasnow/Cervelli)"
380501120,WSH,CS," Turner (1, 2nd base by Kuhl/Cervelli)"
380501102,KC,SB," Perez (1, 3rd base off Barnes/Vázquez)"
380501102,KC,CS," Escobar (1, 2nd base by Sale/Vázquez)"
380501106,TB,SB," Gómez (3, 2nd base off Boyd/McCann); Smith (6, 2nd base off Boyd/McCann)"
380501117,MIL,CS," Arcia (1, 2nd base by Floro/Barnhart)"
380501117,CIN,SB," Peraza 2 (5, 2nd base off Anderson/Piña 2)"
380501117,CIN,CS," Hamilton (1, 2nd base by Albers/Piña)"
380501117,CIN,Picked Off, Duvall (2nd base by Anderson)
380501121,ATL,Picked Off, Inciarte (2nd base by Syndergaard)
380501128,MIA,Picked Off, Brinson (1st base by Eflin)
380501116,COL,SB," Blackmon (2, 2nd base off Hendricks/Caratini)"
380501109,TOR,SB," Hernández (2, 2nd base off Rodney/Garver); Pillar (5, 3rd base off Curtiss/Garver); Morales (1, 2nd base off Curtiss/Garver)"
380501118,NYY,SB," Hicks (2, 2nd base off Harris/McCann)"
380501124,CHW,SB," Thompson (1, 3rd base off Wacha/Molina); Engel (4, 2nd base off Wacha/Molina)"
380501124,STL,SB," Ozuna (1, 2nd base off Rondón/Castillo)"
380501124,STL,CS," Wong (2, 2nd base by Shields/Castillo)"
380501129,ARI,SB," Pollock (7, 2nd base off Chargois/Grandal); Dyson 2 (4, 3rd base off Jansen/Grandal, 2nd base off Jansen/Grandal)"
380501112,OAK,CS," Chapman (1, 2nd base by Hernández/Zunino)"
380501112,SEA,SB," Gordon 2 (12, 2nd base off Trivino/Lucroy, 2nd base off Petit/Lucroy)"
380501126,SF,SB," Hanson (2, 2nd base off Ross/Lopez)"
380502102,BOS,Picked Off, Núñez (1st base by Duffy)
380502109,TOR,CS," Díaz (1, 2nd base by Romero/Castro); Hernández (1, 2nd base by Reed/Castro)"
380502109,MIN,SB," Petit (1, 2nd base off Stroman/Martin); Rosario (3, 2nd base off Loup/Martin)"
380502124,CHW,SB," Anderson (9, 2nd base off C. Martínez/Molina)"
380502124,STL,SB," Pham (6, 2nd base off Giolito/Narváez)"
380502124,STL,CS," Molina (1, 3rd base by Giolito/Narváez)"
380502116,COL,SB," Parra (3, 3rd base off Darvish/Contreras)"
380502120,PIT,SB," Dickerson (3, 2nd base off Strasburg/Severino)"
380502120,PIT,CS," Marte (3, 2nd base by Strasburg/Severino)"
380502120,WSH,SB," Taylor (10, 2nd base off Nova/Cervelli); Harper (4, 2nd base off Nova/Cervelli)"
380502117,MIL,SB," Villar (6, 2nd base off Peralta/Mesoraco)"
380502128,MIA,CS," Brinson (1, 2nd base by Nola/Alfaro)"
380502128,MIA,Picked Off, Rojas (1st base by Nola)
380502118,NYY,SB," Hicks (3, 3rd base off Rondón/McCann)"
380502129,ARI,SB," Dyson (5, 2nd base off Jansen/Grandal)"
380502103,LAA,SB," Simmons (3, 2nd base off Bundy/Joseph)"
380503121,ATL,CS," Acuña Jr. (1, 2nd base by Vargas)"
380503205,TOR,SB," Pillar (6, 2nd base off McAllister/Gomes); Hernández (3, 3rd base off McAllister/Gomes)"
380503205,CLE,SB," Davis (6, 2nd base off García/Martin); Zimmer (4, 2nd base off García/Martin); Ramírez (3, 2nd base off Barnes/Martin)"
380503205,CLE,CS," Davis 2 (3, 2nd base by Barnes/Martin, 2nd base by Tepera/Martin)"
380503129,LAD,SB," Locastro (1, 2nd base off Bracho/Mathis)"
380503129,ARI,SB," Pollock (8, 3rd base off Paredes/Barnes); Marte (1, 2nd base off Paredes/Barnes)"
380503104,CHW,SB," Engel (5, 2nd base off Odorizzi/Castro)"
380503104,CHW,CS," Sánchez (1, 2nd base by Odorizzi/Castro); Delmonico (1, 2nd base by Pressly/Castro)"
380503103,LAA,CS," Calhoun (1, 2nd base by Castro/Sisco)"
380503112,OAK,CS," Pinder (1, 2nd base by LeBlanc/Zunino)"
380503112,SEA,SB," Gordon 2 (14, 2nd base off Trivino/Lucroy, 2nd base off Manaea/Lucroy)"
380504110,CLE,CS," Ramírez (1, 3rd base by Sabathia/Sánchez)"
380504121,COL,SB," Story (6, 2nd base off Wheeler/Lobatón)"
380504121,NYM,SB," Frazier (3, 2nd base off Davis/Wolters)"
380504130,TB,CS," Span (2, 2nd base by Happ/Maile)"
380504115,SF,Picked Off, Hanson (1st base by Moylan)
380504104,MIN,CS," Escobar (2, Home by Bummer/Narváez)"
380504104,MIN,Picked Off, Escobar (3rd base by Narvaez)
380504104,CHW,SB," Anderson (10, 2nd base off Hildenberger/Castro)"
380504107,DET,CS," McCann (1, 2nd base by McCarthy/Pérez)"
380504107,KC,SB," Escobar (2, 2nd base off Jiménez/McCann)"
380504112,LAA,SB," Calhoun (2, 2nd base off Goeddel/Freitas)"
380505124,STL,SB," Pham (7, 2nd base off Chatwood/Contreras); Bader (4, 2nd base off Chatwood/Contreras)"
380505107,DET,CS," Martín (3, 2nd base by Adam/Pérez)"
